state_name,county,Sum of LA1and10,Count of CensusTract,LA County Rate,low_access_flag
North Carolina,Jackson,2,9,0.222222222,NO
North Carolina,Johnston,4,25,0.16,NO
North Carolina,Jones,0,3,0,NO
North Carolina,Lee,5,13,0.384615385,NO
North Carolina,Lenoir,7,15,0.466666667,NO
North Carolina,Lincoln,8,18,0.444444444,NO
North Carolina,Macon,2,9,0.222222222,NO
North Carolina,Madison,1,6,0.166666667,NO
North Carolina,Martin,1,6,0.166666667,NO
North Carolina,McDowell,1,10,0.1,NO
North Carolina,Mecklenburg,101,233,0.433476395,NO
North Carolina,Mitchell,0,4,0,NO
North Carolina,Montgomery,1,6,0.166666667,NO
North Carolina,Moore,8,18,0.444444444,NO
North Carolina,Nash,8,18,0.444444444,NO
Rhode Island,Washington,17,29,0.586206897,YES
North Carolina,Northampton,2,5,0.4,NO
Texas,Guadalupe,17,29,0.586206897,YES
North Carolina,Orange,11,28,0.392857143,NO
North Carolina,Pamlico,1,4,0.25,NO
South Carolina,Beaufort,24,41,0.585365854,YES
North Carolina,Pender,3,16,0.1875,NO
North Carolina,Perquimans,0,3,0,NO
Virginia,Chesapeake City,24,41,0.585365854,YES
North Carolina,Pitt,15,32,0.46875,NO
North Carolina,Polk,1,7,0.142857143,NO
North Carolina,Randolph,9,28,0.321428571,NO
North Carolina,Richmond,5,11,0.454545455,NO
North Carolina,Robeson,6,31,0.193548387,NO
North Carolina,Rockingham,7,21,0.333333333,NO
North Carolina,Rowan,11,30,0.366666667,NO
North Carolina,Rutherford,3,13,0.230769231,NO
North Carolina,Sampson,2,11,0.181818182,NO
Michigan,Ottawa,31,53,0.58490566,YES
North Carolina,Stanly,3,13,0.230769231,NO
North Carolina,Stokes,4,9,0.444444444,NO
North Carolina,Surry,4,22,0.181818182,NO
North Carolina,Swain,0,5,0,NO
North Carolina,Transylvania,2,7,0.285714286,NO
North Carolina,Tyrrell,0,1,0,NO
Alabama,Macon,7,12,0.583333333,YES
North Carolina,Vance,3,10,0.3,NO
North Carolina,Wake,91,187,0.486631016,NO
North Carolina,Warren,1,6,0.166666667,NO
Connecticut,Middlesex,21,36,0.583333333,YES
North Carolina,Watauga,2,13,0.153846154,NO
North Carolina,Wayne,12,26,0.461538462,NO
North Carolina,Wilkes,2,14,0.142857143,NO
North Carolina,Wilson,3,19,0.157894737,NO
North Carolina,Yadkin,1,7,0.142857143,NO
North Carolina,Yancey,0,5,0,NO
Florida,Nassau,7,12,0.583333333,YES
Illinois,Coles,7,12,0.583333333,YES
Illinois,Marion,7,12,0.583333333,YES
Iowa,Clinton,7,12,0.583333333,YES
Massachusetts,Hampshire,21,36,0.583333333,YES
Oregon,Polk,7,12,0.583333333,YES
Texas,Cherokee,7,12,0.583333333,YES
North Dakota,Burleigh,9,19,0.473684211,NO
North Dakota,Cass,13,33,0.393939394,NO
Washington,Stevens,7,12,0.583333333,YES
North Dakota,Dickey,1,3,0.333333333,NO
Wisconsin,Douglas,7,12,0.583333333,YES
Wisconsin,Grant,7,12,0.583333333,YES
Florida,Seminole,50,86,0.581395349,YES
Virginia,Lynchburg City,11,19,0.578947368,YES
Florida,Hernando,26,45,0.577777778,YES
Iowa,Woodbury,15,26,0.576923077,YES
North Dakota,Grand Forks,7,18,0.388888889,NO
Connecticut,New London,38,66,0.575757576,YES
New Hampshire,Rockingham,38,66,0.575757576,YES
Illinois,Madison,35,61,0.573770492,YES
Alaska,0,4,7,0.571428571,YES
Arkansas,Ashley,4,7,0.571428571,YES
California,Del Norte,4,7,0.571428571,YES
Colorado,Elbert,4,7,0.571428571,YES
Florida,Washington,4,7,0.571428571,YES
Idaho,Bonneville,12,21,0.571428571,YES
Illinois,Boone,4,7,0.571428571,YES
Illinois,DeKalb,12,21,0.571428571,YES
Indiana,Wells,4,7,0.571428571,YES
North Dakota,Mountrail,1,3,0.333333333,NO
Iowa,Mahaska,4,7,0.571428571,YES
Louisiana,De Soto,4,7,0.571428571,YES
Louisiana,Terrebonne,12,21,0.571428571,YES
North Dakota,Pierce,0,2,0,NO
Michigan,Dickinson,4,7,0.571428571,YES
North Dakota,Ransom,0,3,0,NO
Minnesota,Hubbard,4,7,0.571428571,YES
Minnesota,Lyon,4,7,0.571428571,YES
North Dakota,Rolette,1,4,0.25,NO
Minnesota,Nicollet,4,7,0.571428571,YES
Minnesota,Scott,12,21,0.571428571,YES
Mississippi,Madison,12,21,0.571428571,YES
Missouri,Audrain,4,7,0.571428571,YES
Missouri,Lawrence,4,7,0.571428571,YES
Nebraska,Dawson,4,7,0.571428571,YES
Nebraska,Gage,4,7,0.571428571,YES
New York,Lewis,4,7,0.571428571,YES
North Dakota,Traill,1,4,0.25,NO
North Dakota,Walsh,2,6,0.333333333,NO
North Carolina,Person,4,7,0.571428571,YES
North Dakota,Williams,4,7,0.571428571,YES
Pennsylvania,Lawrence,16,28,0.571428571,YES
South Carolina,Pickens,16,28,0.571428571,YES
Ohio,Allen,10,33,0.303030303,NO
Ohio,Ashland,3,11,0.272727273,NO
Ohio,Ashtabula,11,25,0.44,NO
Ohio,Athens,4,15,0.266666667,NO
Ohio,Auglaize,4,11,0.363636364,NO
Ohio,Belmont,6,20,0.3,NO
Ohio,Brown,1,9,0.111111111,NO
Tennessee,Wilson,12,21,0.571428571,YES
Ohio,Carroll,1,7,0.142857143,NO
Ohio,Champaign,1,10,0.1,NO
Ohio,Clark,21,44,0.477272727,NO
Texas,Freestone,4,7,0.571428571,YES
Texas,Gray,4,7,0.571428571,YES
Ohio,Columbiana,10,24,0.416666667,NO
Ohio,Coshocton,3,10,0.3,NO
Ohio,Crawford,6,13,0.461538462,NO
Ohio,Cuyahoga,128,447,0.286353468,NO
Ohio,Darke,3,12,0.25,NO
Ohio,Defiance,4,9,0.444444444,NO
Virginia,Hopewell,4,7,0.571428571,YES
Ohio,Erie,8,19,0.421052632,NO
Ohio,Fairfield,10,28,0.357142857,NO
Ohio,Fayette,2,7,0.285714286,NO
Ohio,Franklin,120,284,0.422535211,NO
Ohio,Fulton,3,9,0.333333333,NO
Ohio,Gallia,3,7,0.428571429,NO
Ohio,Geauga,7,21,0.333333333,NO
Ohio,Greene,17,35,0.485714286,NO
Ohio,Guernsey,4,10,0.4,NO
Ohio,Hamilton,109,222,0.490990991,NO
Ohio,Hancock,5,13,0.384615385,NO
Ohio,Hardin,2,7,0.285714286,NO
Ohio,Harrison,1,5,0.2,NO
Ohio,Henry,2,7,0.285714286,NO
Ohio,Highland,3,9,0.333333333,NO
Ohio,Hocking,1,7,0.142857143,NO
Ohio,Holmes,1,8,0.125,NO
Ohio,Huron,5,13,0.384615385,NO
Ohio,Jackson,2,7,0.285714286,NO
Ohio,Jefferson,8,23,0.347826087,NO
Washington,Jefferson,4,7,0.571428571,YES
Wisconsin,Ashland,4,7,0.571428571,YES
Ohio,Lawrence,5,16,0.3125,NO
Wisconsin,Juneau,4,7,0.571428571,YES
Ohio,Logan,2,11,0.181818182,NO
Wisconsin,Vernon,4,7,0.571428571,YES
Ohio,Lucas,38,127,0.299212598,NO
Ohio,Madison,5,12,0.416666667,NO
Ohio,Mahoning,34,70,0.485714286,NO
Ohio,Marion,8,18,0.444444444,NO
Missouri,Clay,25,44,0.568181818,YES
North Carolina,Cabarrus,21,37,0.567567568,YES
Ohio,Mercer,3,9,0.333333333,NO
Ohio,Miami,9,21,0.428571429,NO
Ohio,Monroe,0,4,0,NO
Ohio,Montgomery,74,153,0.483660131,NO
Florida,Clay,17,30,0.566666667,YES
Ohio,Morrow,0,6,0,NO
Ohio,Muskingum,9,19,0.473684211,NO
Washington,Kitsap,31,55,0.563636364,YES
Ohio,Ottawa,6,13,0.461538462,NO
Ohio,Paulding,2,5,0.4,NO
Ohio,Perry,1,6,0.166666667,NO
Ohio,Pickaway,3,13,0.230769231,NO
Kansas,Leavenworth,9,16,0.5625,YES
Louisiana,St. Mary,9,16,0.5625,YES
Ohio,Preble,2,12,0.166666667,NO
Ohio,Putnam,2,7,0.285714286,NO
New Mexico,Chaves,9,16,0.5625,YES
Ohio,Ross,6,17,0.352941176,NO
Ohio,Sandusky,3,15,0.2,NO
Ohio,Scioto,5,20,0.25,NO
Ohio,Seneca,4,14,0.285714286,NO
Ohio,Shelby,4,10,0.4,NO
Ohio,Stark,38,86,0.441860465,NO
New Mexico,Otero,9,16,0.5625,YES
Ohio,Trumbull,21,55,0.381818182,NO
Ohio,Tuscarawas,5,21,0.238095238,NO
North Carolina,Onslow,18,32,0.5625,YES
Ohio,Van Wert,2,9,0.222222222,NO
Virginia,Montgomery,9,16,0.5625,YES
Florida,Collier,41,73,0.561643836,YES
Ohio,Washington,4,16,0.25,NO
Ohio,Wayne,7,32,0.21875,NO
Ohio,Williams,4,9,0.444444444,NO
Ohio,Wood,10,28,0.357142857,NO
Ohio,Wyandot,1,6,0.166666667,NO
Oklahoma,Adair,1,5,0.2,NO
Ohio,Lorain,41,73,0.561643836,YES
Texas,Bexar,205,366,0.56010929,YES
Missouri,Buchanan,14,25,0.56,YES
Texas,Montgomery,33,59,0.559322034,YES
Washington,Pierce,96,172,0.558139535,YES
Oklahoma,Bryan,5,11,0.454545455,NO
Alabama,Barbour,5,9,0.555555556,YES
Oklahoma,Canadian,13,29,0.448275862,NO
Oklahoma,Carter,5,11,0.454545455,NO
Alabama,Clarke,5,9,0.555555556,YES
Arizona,Graham,5,9,0.555555556,YES
California,Lassen,5,9,0.555555556,YES
Oklahoma,Cleveland,30,62,0.483870968,NO
Colorado,Broomfield,10,18,0.555555556,YES
Oklahoma,Comanche,13,32,0.40625,NO
Georgia,Barrow,10,18,0.555555556,YES
Oklahoma,Craig,2,5,0.4,NO
Oklahoma,Creek,5,21,0.238095238,NO
Indiana,Huntington,5,9,0.555555556,YES
Oklahoma,Delaware,3,9,0.333333333,NO
Iowa,Jasper,5,9,0.555555556,YES
Minnesota,Benton,5,9,0.555555556,YES
Mississippi,Adams,5,9,0.555555556,YES
Oklahoma,Garvin,2,9,0.222222222,NO
Nebraska,Adams,5,9,0.555555556,YES
Ohio,Clinton,5,9,0.555555556,YES
Texas,Fannin,5,9,0.555555556,YES
Oklahoma,Harmon,0,1,0,NO
Texas,Maverick,5,9,0.555555556,YES
Wisconsin,Monroe,5,9,0.555555556,YES
Oklahoma,Hughes,2,5,0.4,NO
Texas,Galveston,37,67,0.552238806,YES
Oklahoma,Jefferson,1,3,0.333333333,NO
Missouri,Boone,16,29,0.551724138,YES
Arkansas,Garland,11,20,0.55,YES
Georgia,Columbia,11,20,0.55,YES
Illinois,St. Clair,33,60,0.55,YES
Iowa,Story,11,20,0.55,YES
Missouri,Platte,11,20,0.55,YES
Oklahoma,Lincoln,2,7,0.285714286,NO
Oregon,Klamath,11,20,0.55,YES
Oklahoma,Love,1,3,0.333333333,NO
Oklahoma,Major,1,3,0.333333333,NO
Wisconsin,Fond du Lac,11,20,0.55,YES
Oklahoma,Mayes,3,9,0.333333333,NO
Pennsylvania,Beaver,28,51,0.549019608,YES
New Jersey,Monmouth,79,144,0.548611111,YES
Texas,Brazos,23,42,0.547619048,YES
Oklahoma,Murray,1,3,0.333333333,NO
Oklahoma,Muskogee,7,16,0.4375,NO
Colorado,El Paso,71,130,0.546153846,YES
Arkansas,Crawford,6,11,0.545454545,YES
California,Tehama,6,11,0.545454545,YES
Oklahoma,Oklahoma,76,241,0.315352697,NO
Florida,Bay,24,44,0.545454545,YES
Florida,Polk,84,154,0.545454545,YES
Oklahoma,Ottawa,3,9,0.333333333,NO
Oklahoma,Pawnee,1,5,0.2,NO
Oklahoma,Payne,7,17,0.411764706,NO
Georgia,Catoosa,6,11,0.545454545,YES
Iowa,Cerro Gordo,6,11,0.545454545,YES
Oklahoma,Pottawatomie,6,16,0.375,NO
Iowa,Des Moines,6,11,0.545454545,YES
Iowa,Lee,6,11,0.545454545,YES
Oklahoma,Rogers,7,28,0.25,NO
Oklahoma,Seminole,3,9,0.333333333,NO
Oklahoma,Sequoyah,4,9,0.444444444,NO
Louisiana,Rapides,18,33,0.545454545,YES
Minnesota,Itasca,6,11,0.545454545,YES
Missouri,Jasper,12,22,0.545454545,YES
Oklahoma,Tulsa,74,175,0.422857143,NO
Nebraska,Buffalo,6,11,0.545454545,YES
North Carolina,Dare,6,11,0.545454545,YES
Oregon,Douglas,12,22,0.545454545,YES
Utah,Box Elder,6,11,0.545454545,YES
Utah,Tooele,6,11,0.545454545,YES
Washington,Clallam,12,22,0.545454545,YES
Wisconsin,Calumet,6,11,0.545454545,YES
Oregon,Clackamas,28,80,0.35,NO
Oregon,Clatsop,2,12,0.166666667,NO
Oregon,Columbia,3,10,0.3,NO
Oregon,Coos,4,13,0.307692308,NO
New Jersey,Somerset,37,68,0.544117647,YES
Oregon,Curry,2,6,0.333333333,NO
Oregon,Deschutes,11,24,0.458333333,NO
North Carolina,Cumberland,37,68,0.544117647,YES
Florida,Duval,94,173,0.543352601,YES
Ohio,Medina,20,37,0.540540541,YES
Alabama,Montgomery,35,65,0.538461538,YES
Oregon,Hood River,1,4,0.25,NO
Oregon,Jackson,20,41,0.487804878,NO
Florida,Manatee,42,78,0.538461538,YES
Oregon,Josephine,5,16,0.3125,NO
Illinois,Henry,7,13,0.538461538,YES
Rhode Island,Kent,21,39,0.538461538,YES
Oregon,Lane,32,86,0.372093023,NO
Oregon,Lincoln,5,18,0.277777778,NO
South Carolina,Anderson,21,39,0.538461538,YES
Oregon,Malheur,2,8,0.25,NO
Oregon,Marion,20,58,0.344827586,NO
Oregon,Morrow,0,2,0,NO
Oregon,Multnomah,33,171,0.192982456,NO
Utah,Summit,7,13,0.538461538,YES
Florida,Pasco,72,134,0.537313433,YES
Oregon,Tillamook,0,8,0,NO
Wisconsin,Washington,15,28,0.535714286,YES
Alabama,Madison,39,73,0.534246575,YES
Oregon,Wallowa,1,3,0.333333333,NO
Oregon,Wasco,3,8,0.375,NO
Oregon,Washington,30,104,0.288461538,NO
South Carolina,Georgetown,8,15,0.533333333,YES
Oregon,Yamhill,8,17,0.470588235,NO
Pennsylvania,Adams,3,23,0.130434783,NO
Pennsylvania,Allegheny,148,402,0.368159204,NO
Pennsylvania,Armstrong,1,19,0.052631579,NO
Tennessee,Putnam,8,15,0.533333333,YES
Pennsylvania,Bedford,3,11,0.272727273,NO
Pennsylvania,Berks,25,90,0.277777778,NO
Pennsylvania,Blair,11,34,0.323529412,NO
Pennsylvania,Bradford,4,14,0.285714286,NO
Pennsylvania,Bucks,69,143,0.482517483,NO
Pennsylvania,Butler,15,44,0.340909091,NO
Pennsylvania,Cambria,16,42,0.380952381,NO
Pennsylvania,Cameron,0,2,0,NO
Pennsylvania,Carbon,3,12,0.25,NO
Pennsylvania,Centre,9,31,0.290322581,NO
Texas,Starr,8,15,0.533333333,YES
Pennsylvania,Clarion,2,10,0.2,NO
Pennsylvania,Clearfield,9,20,0.45,NO
Pennsylvania,Clinton,2,9,0.222222222,NO
Pennsylvania,Columbia,2,15,0.133333333,NO
Pennsylvania,Crawford,6,23,0.260869565,NO
Pennsylvania,Cumberland,24,49,0.489795918,NO
Virginia,Spotsylvania,16,30,0.533333333,YES
Pennsylvania,Delaware,40,144,0.277777778,NO
Pennsylvania,Elk,2,9,0.222222222,NO
Pennsylvania,Erie,30,72,0.416666667,NO
Pennsylvania,Fayette,14,36,0.388888889,NO
Pennsylvania,Forest,0,3,0,NO
Pennsylvania,Franklin,10,27,0.37037037,NO
Pennsylvania,Fulton,1,3,0.333333333,NO
Pennsylvania,Greene,2,9,0.222222222,NO
Pennsylvania,Huntingdon,0,12,0,NO
Pennsylvania,Indiana,7,23,0.304347826,NO
Pennsylvania,Jefferson,1,13,0.076923077,NO
Pennsylvania,Juniata,1,5,0.2,NO
Pennsylvania,Lackawanna,15,59,0.254237288,NO
Pennsylvania,Lancaster,36,98,0.367346939,NO
Illinois,Will,81,152,0.532894737,YES
Pennsylvania,Lebanon,9,31,0.290322581,NO
Pennsylvania,Lehigh,30,76,0.394736842,NO
Pennsylvania,Luzerne,31,104,0.298076923,NO
Pennsylvania,Lycoming,8,29,0.275862069,NO
Pennsylvania,McKean,1,12,0.083333333,NO
Pennsylvania,Mercer,8,30,0.266666667,NO
Pennsylvania,Mifflin,2,12,0.166666667,NO
Pennsylvania,Monroe,8,33,0.242424242,NO
Florida,Sarasota,50,94,0.531914894,YES
Pennsylvania,Montour,1,4,0.25,NO
Pennsylvania,Northampton,32,68,0.470588235,NO
Pennsylvania,Northumberland,3,24,0.125,NO
Pennsylvania,Perry,1,10,0.1,NO
Pennsylvania,Philadelphia,16,384,0.041666667,NO
Pennsylvania,Pike,3,18,0.166666667,NO
Pennsylvania,Potter,2,5,0.4,NO
Pennsylvania,Schuylkill,7,40,0.175,NO
Pennsylvania,Snyder,1,8,0.125,NO
Pennsylvania,Somerset,5,21,0.238095238,NO
Louisiana,Caddo,34,64,0.53125,YES
Pennsylvania,Susquehanna,4,11,0.363636364,NO
Pennsylvania,Tioga,2,10,0.2,NO
Maryland,Washington,17,32,0.53125,YES
Pennsylvania,Venango,2,16,0.125,NO
Pennsylvania,Warren,3,13,0.230769231,NO
Pennsylvania,Washington,23,59,0.389830508,NO
Pennsylvania,Wayne,1,14,0.071428571,NO
Pennsylvania,Westmoreland,45,100,0.45,NO
Pennsylvania,Wyoming,0,7,0,NO
Pennsylvania,York,39,90,0.433333333,NO
New Jersey,Cape May,17,32,0.53125,YES
Ohio,Licking,17,32,0.53125,YES
Virginia,Prince William,44,83,0.530120482,YES
Rhode Island,Providence,39,141,0.276595745,NO
Kentucky,McCracken,9,17,0.529411765,YES
South Carolina,Abbeville,1,6,0.166666667,NO
South Carolina,Aiken,14,33,0.424242424,NO
South Carolina,Allendale,0,3,0,NO
Minnesota,Otter Tail,9,17,0.529411765,YES
South Carolina,Bamberg,1,4,0.25,NO
South Carolina,Barnwell,0,6,0,NO
North Carolina,Caldwell,9,17,0.529411765,YES
Texas,Tarrant,188,357,0.526610644,YES
South Carolina,Calhoun,0,3,0,NO
South Carolina,Charleston,32,86,0.372093023,NO
South Carolina,Cherokee,4,13,0.307692308,NO
South Carolina,Chester,3,11,0.272727273,NO
South Carolina,Chesterfield,3,10,0.3,NO
South Carolina,Clarendon,2,12,0.166666667,NO
Arkansas,Pulaski,50,95,0.526315789,YES
South Carolina,Darlington,4,16,0.25,NO
South Carolina,Dillon,1,6,0.166666667,NO
Iowa,Black Hawk,20,38,0.526315789,YES
South Carolina,Edgefield,2,6,0.333333333,NO
Maryland,Wicomico,10,19,0.526315789,YES
South Carolina,Florence,11,33,0.333333333,NO
Mississippi,Lauderdale,10,19,0.526315789,YES
Texas,Parker,10,19,0.526315789,YES
South Carolina,Greenwood,4,14,0.285714286,NO
South Carolina,Hampton,1,5,0.2,NO
South Carolina,Horry,24,72,0.333333333,NO
South Carolina,Jasper,1,5,0.2,NO
Idaho,Ada,31,59,0.525423729,YES
Louisiana,Ouachita,21,40,0.525,YES
South Carolina,Laurens,4,17,0.235294118,NO
South Carolina,Lee,1,7,0.142857143,NO
South Carolina,Lexington,34,74,0.459459459,NO
South Carolina,Marion,0,8,0,NO
South Carolina,Marlboro,2,7,0.285714286,NO
South Carolina,McCormick,0,3,0,NO
Indiana,Hendricks,11,21,0.523809524,YES
South Carolina,Oconee,4,15,0.266666667,NO
South Carolina,Orangeburg,7,20,0.35,NO
Missouri,Jefferson,22,42,0.523809524,YES
Oregon,Linn,11,21,0.523809524,YES
South Carolina,Saluda,0,5,0,NO
Texas,Orange,11,21,0.523809524,YES
South Carolina,Sumter,8,23,0.347826087,NO
South Carolina,Union,2,9,0.222222222,NO
South Carolina,Williamsburg,2,11,0.181818182,NO
Louisiana,Calcasieu,23,44,0.522727273,YES
Missouri,St. Louis,104,199,0.522613065,YES
Tennessee,Washington,12,23,0.52173913,YES
Virginia,Roanoke City,12,23,0.52173913,YES
Idaho,Kootenai,13,25,0.52,YES
Texas,Gregg,13,25,0.52,YES
Michigan,Genesee,68,131,0.519083969,YES
Florida,Citrus,14,27,0.518518519,YES
Tennessee,Madison,14,27,0.518518519,YES
Virginia,Stafford,14,27,0.518518519,YES
Connecticut,Tolland,15,29,0.517241379,YES
South Dakota,Charles Mix,1,3,0.333333333,NO
North Carolina,Catawba,16,31,0.516129032,YES
Mississippi,Hinds,33,64,0.515625,YES
Ohio,Portage,18,35,0.514285714,YES
North Carolina,Guilford,61,119,0.512605042,YES
New Mexico,Dona Ana,21,41,0.512195122,YES
Louisiana,St. Tammany,22,43,0.511627907,YES
Nebraska,Sarpy,22,43,0.511627907,YES
New Hampshire,Hillsborough,44,86,0.511627907,YES
Ohio,Summit,69,135,0.511111111,YES
South Carolina,Berkeley,23,45,0.511111111,YES
Connecticut,New Haven,97,190,0.510526316,YES
Georgia,DeKalb,74,145,0.510344828,YES
Tennessee,Rutherford,25,49,0.510204082,YES
New York,Suffolk,164,322,0.50931677,YES
Massachusetts,Essex,83,163,0.509202454,YES
Ohio,Lake,30,59,0.508474576,YES
Pennsylvania,Dauphin,33,65,0.507692308,YES
Pennsylvania,Montgomery,107,211,0.507109005,YES
South Carolina,Richland,45,89,0.505617978,YES
Alabama,Randolph,3,6,0.5,YES
Alabama,Shelby,24,48,0.5,YES
South Dakota,Hutchinson,0,3,0,NO
Alaska,Aleutians West,1,2,0.5,YES
Alaska,Dillingham,1,2,0.5,YES
Alaska,Nome,1,2,0.5,YES
Alaska,Northwest Arctic,1,2,0.5,YES
Alaska,Sitka,1,2,0.5,YES
Arkansas,Cleveland,1,2,0.5,YES
Arkansas,Cross,3,6,0.5,YES
South Dakota,Lincoln,5,11,0.454545455,NO
Arkansas,Fulton,1,2,0.5,YES
Arkansas,Lafayette,1,2,0.5,YES
Arkansas,Logan,3,6,0.5,YES
Arkansas,Marion,2,4,0.5,YES
Arkansas,Miller,6,12,0.5,YES
Arkansas,Sevier,2,4,0.5,YES
Arkansas,Sharp,2,4,0.5,YES
South Dakota,Minnehaha,17,42,0.404761905,NO
Arkansas,St. Francis,3,6,0.5,YES
South Dakota,Pennington,10,23,0.434782609,NO
California,Inyo,3,6,0.5,YES
California,Modoc,2,4,0.5,YES
California,Nevada,10,20,0.5,YES
Colorado,Archuleta,2,4,0.5,YES
Colorado,Baca,1,2,0.5,YES
Colorado,Huerfano,1,2,0.5,YES
South Dakota,Stanley,0,1,0,NO
Colorado,Las Animas,3,6,0.5,YES
Colorado,Lincoln,1,2,0.5,YES
Colorado,Montrose,5,10,0.5,YES
South Dakota,Turner,0,2,0,NO
South Dakota,Union,0,3,0,NO
Colorado,Saguache,1,2,0.5,YES
Colorado,Washington,1,2,0.5,YES
Florida,Columbia,6,12,0.5,YES
Tennessee,Anderson,7,18,0.388888889,NO
Tennessee,Bedford,4,9,0.444444444,NO
Tennessee,Benton,2,5,0.4,NO
Tennessee,Bledsoe,0,3,0,NO
Tennessee,Blount,11,28,0.392857143,NO
Florida,Hardee,3,6,0.5,YES
Tennessee,Campbell,1,11,0.090909091,NO
Tennessee,Cannon,0,3,0,NO
Tennessee,Carroll,2,8,0.25,NO
Florida,Holmes,2,4,0.5,YES
Tennessee,Cheatham,2,9,0.222222222,NO
Florida,Lafayette,1,2,0.5,YES
Tennessee,Claiborne,1,9,0.111111111,NO
Tennessee,Clay,0,2,0,NO
Tennessee,Cocke,4,9,0.444444444,NO
Tennessee,Coffee,5,12,0.416666667,NO
Tennessee,Crockett,1,5,0.2,NO
Florida,Liberty,1,2,0.5,YES
Tennessee,Davidson,68,161,0.422360248,NO
Tennessee,Decatur,0,4,0,NO
Tennessee,DeKalb,1,4,0.25,NO
Tennessee,Dickson,3,10,0.3,NO
Tennessee,Dyer,3,8,0.375,NO
Tennessee,Fayette,2,11,0.181818182,NO
Tennessee,Fentress,0,4,0,NO
Tennessee,Franklin,3,9,0.333333333,NO
Tennessee,Gibson,5,14,0.357142857,NO
Tennessee,Giles,2,8,0.25,NO
Tennessee,Grainger,0,5,0,NO
Tennessee,Greene,7,15,0.466666667,NO
Tennessee,Grundy,0,4,0,NO
Georgia,Bibb,22,44,0.5,YES
Georgia,Burke,3,6,0.5,YES
Tennessee,Hancock,0,2,0,NO
Tennessee,Hardeman,2,6,0.333333333,NO
Georgia,Calhoun,1,2,0.5,YES
Tennessee,Hawkins,4,13,0.307692308,NO
Georgia,Chattooga,3,6,0.5,YES
Tennessee,Henderson,2,6,0.333333333,NO
Tennessee,Henry,4,9,0.444444444,NO
Tennessee,Hickman,2,6,0.333333333,NO
Tennessee,Houston,0,3,0,NO
Tennessee,Humphreys,2,5,0.4,NO
Tennessee,Jackson,0,4,0,NO
Tennessee,Jefferson,2,9,0.222222222,NO
Tennessee,Johnson,2,5,0.4,NO
Georgia,Emanuel,3,6,0.5,YES
Tennessee,Lake,0,2,0,NO
Tennessee,Lauderdale,1,9,0.111111111,NO
Tennessee,Lawrence,1,11,0.090909091,NO
Georgia,Floyd,10,20,0.5,YES
Tennessee,Lincoln,3,9,0.333333333,NO
Tennessee,Loudon,3,10,0.3,NO
Tennessee,Macon,1,4,0.25,NO
Georgia,Hall,18,36,0.5,YES
Tennessee,Marion,1,6,0.166666667,NO
Georgia,Hancock,1,2,0.5,YES
Tennessee,Maury,7,17,0.411764706,NO
Tennessee,McMinn,4,10,0.4,NO
Tennessee,McNairy,1,7,0.142857143,NO
Tennessee,Meigs,0,3,0,NO
Tennessee,Monroe,1,7,0.142857143,NO
Georgia,Randolph,1,2,0.5,YES
Georgia,Spalding,6,12,0.5,YES
Tennessee,Morgan,2,5,0.4,NO
Tennessee,Obion,1,10,0.1,NO
Tennessee,Overton,0,7,0,NO
Georgia,Stewart,1,2,0.5,YES
Tennessee,Pickett,0,1,0,NO
Tennessee,Polk,0,5,0,NO
Georgia,Treutlen,1,2,0.5,YES
Tennessee,Rhea,2,6,0.333333333,NO
Tennessee,Roane,3,11,0.272727273,NO
Tennessee,Robertson,2,14,0.142857143,NO
Georgia,Turner,1,2,0.5,YES
Tennessee,Scott,1,5,0.2,NO
Tennessee,Sequatchie,1,3,0.333333333,NO
Tennessee,Sevier,6,18,0.333333333,NO
Tennessee,Shelby,107,221,0.484162896,NO
Tennessee,Smith,1,5,0.2,NO
Tennessee,Stewart,0,5,0,NO
Tennessee,Sullivan,17,39,0.435897436,NO
Tennessee,Sumner,19,42,0.452380952,NO
Tennessee,Tipton,1,13,0.076923077,NO
Tennessee,Trousdale,0,2,0,NO
Tennessee,Unicoi,1,4,0.25,NO
Tennessee,Union,0,4,0,NO
Tennessee,Van Buren,0,2,0,NO
Tennessee,Warren,3,9,0.333333333,NO
Georgia,Wilkes,2,4,0.5,YES
Tennessee,Wayne,1,4,0.25,NO
Tennessee,Weakley,5,11,0.454545455,NO
Tennessee,White,2,6,0.333333333,NO
Idaho,Bear Lake,1,2,0.5,YES
Idaho,Boundary,1,2,0.5,YES
Idaho,Caribou,1,2,0.5,YES
Idaho,Clearwater,1,2,0.5,YES
Texas,Angelina,8,17,0.470588235,NO
Texas,Aransas,2,5,0.4,NO
Idaho,Franklin,1,2,0.5,YES
Idaho,Jefferson,2,4,0.5,YES
Idaho,Power,1,2,0.5,YES
Texas,Austin,1,6,0.166666667,NO
Texas,Bailey,0,1,0,NO
Illinois,Alexander,2,4,0.5,YES
Illinois,Brown,1,2,0.5,YES
Texas,Baylor,0,1,0,NO
Illinois,Calhoun,1,2,0.5,YES
Illinois,Clark,2,4,0.5,YES
Illinois,Effingham,4,8,0.5,YES
Texas,Blanco,0,2,0,NO
Illinois,Grundy,5,10,0.5,YES
Texas,Bosque,2,7,0.285714286,NO
Texas,Bowie,8,18,0.444444444,NO
Texas,Brazoria,22,51,0.431372549,NO
Illinois,Jo Daviess,3,6,0.5,YES
Illinois,Logan,4,8,0.5,YES
