,county,state_name,month,days_of_rain,highCelsius,lowCelsius
10777,Comal,Texas,December,5,17,5
10778,Coryell,Texas,May,6,29,18
10779,Coryell,Texas,June,4,34,22
10780,Coryell,Texas,July,3,36,23
10781,Coryell,Texas,August,4,36,23
10782,Coryell,Texas,January,4,16,3
10783,Coryell,Texas,February,4,19,6
10784,Coryell,Texas,March,4,23,10
10785,Coryell,Texas,April,4,27,14
10790,Coryell,Texas,septiembre,4,32,20
10791,Coryell,Texas,October,4,27,14
10792,Coryell,Texas,November,4,21,9
10793,Coryell,Texas,December,4,16,4
10794,Dallas,Texas,May,7,29,18
10795,Dallas,Texas,June,5,33,23
10796,Dallas,Texas,July,3,36,25
10797,Dallas,Texas,August,3,36,25
10798,Dallas,Texas,January,4,13,3
10799,Dallas,Texas,February,4,16,5
10800,Dallas,Texas,March,5,21,9
10801,Dallas,Texas,April,5,25,14
10806,Dallas,Texas,septiembre,4,32,21
10807,Dallas,Texas,October,5,26,15
10808,Dallas,Texas,November,4,19,8
10809,Dallas,Texas,December,4,15,4
10810,Denton,Texas,May,7,29,17
10811,Denton,Texas,June,5,33,21
10812,Denton,Texas,July,3,36,23
10813,Denton,Texas,August,3,36,23
10814,Denton,Texas,January,3,14,0
10815,Denton,Texas,February,4,16,3
10816,Denton,Texas,March,5,20,7
10817,Denton,Texas,April,5,24,11
10822,Denton,Texas,septiembre,4,32,19
10823,Denton,Texas,October,5,26,12
10824,Denton,Texas,November,4,19,6
10825,Denton,Texas,December,4,14,1
10826,Ector,Texas,May,4,31,15
10827,Ector,Texas,June,4,35,20
10828,Ector,Texas,July,4,35,21
10829,Ector,Texas,August,5,35,20
10830,Ector,Texas,January,3,15,-2
10831,Ector,Texas,February,3,17,1
10832,Ector,Texas,March,3,22,5
10833,Ector,Texas,April,3,27,10
10838,Ector,Texas,septiembre,5,31,17
10839,Ector,Texas,October,4,26,11
10840,Ector,Texas,November,3,20,4
10841,Ector,Texas,December,3,15,-1
10842,Ellis,Texas,May,6,29,17
10843,Ellis,Texas,June,5,33,21
10844,Ellis,Texas,July,4,36,23
10845,Ellis,Texas,August,4,35,23
10846,Ellis,Texas,January,5,14,2
10847,Ellis,Texas,February,5,16,4
10848,Ellis,Texas,March,6,21,8
10849,Ellis,Texas,April,5,25,12
10854,Ellis,Texas,septiembre,5,32,19
10855,Ellis,Texas,October,5,26,13
10856,Ellis,Texas,November,5,20,8
10857,Ellis,Texas,December,4,15,3
10858,El Paso,Texas,May,2,32,13
10859,El Paso,Texas,June,2,37,18
10860,El Paso,Texas,July,5,37,20
10861,El Paso,Texas,August,5,35,19
10862,El Paso,Texas,January,2,16,-2
10863,El Paso,Texas,February,3,18,1
10864,El Paso,Texas,March,2,23,4
10865,El Paso,Texas,April,0,27,8
10870,El Paso,Texas,septiembre,4,32,15
10871,El Paso,Texas,October,3,27,9
10872,El Paso,Texas,November,3,21,2
10873,El Paso,Texas,December,2,16,-2
10874,Fort Bend,Texas,May,5,30,20
10875,Fort Bend,Texas,June,6,33,23
10876,Fort Bend,Texas,July,7,34,24
10877,Fort Bend,Texas,August,7,35,24
10878,Fort Bend,Texas,January,6,18,6
10879,Fort Bend,Texas,February,5,20,9
10880,Fort Bend,Texas,March,5,23,12
10881,Fort Bend,Texas,April,5,27,16
10886,Fort Bend,Texas,septiembre,6,32,21
10887,Fort Bend,Texas,October,5,28,16
10888,Fort Bend,Texas,November,5,23,11
10889,Fort Bend,Texas,December,6,19,7
10890,Galveston,Texas,May,4,27,22
10891,Galveston,Texas,June,5,30,25
10892,Galveston,Texas,July,6,32,26
10893,Galveston,Texas,August,6,32,26
10894,Galveston,Texas,January,7,16,9
10895,Galveston,Texas,February,4,17,11
10896,Galveston,Texas,March,4,21,14
10897,Galveston,Texas,April,3,24,18
10902,Galveston,Texas,septiembre,7,30,24
10903,Galveston,Texas,October,5,26,20
10904,Galveston,Texas,November,5,21,15
10905,Galveston,Texas,December,6,18,11
10906,Grayson,Texas,May,7,27,16
10907,Grayson,Texas,June,6,33,22
10908,Grayson,Texas,July,4,35,23
10909,Grayson,Texas,August,4,35,23
10910,Grayson,Texas,January,4,13,2
10911,Grayson,Texas,February,5,15,4
10912,Grayson,Texas,March,6,20,8
10913,Grayson,Texas,April,6,24,12
10918,Grayson,Texas,septiembre,5,31,19
10919,Grayson,Texas,October,6,26,14
10920,Grayson,Texas,November,5,19,8
10921,Grayson,Texas,December,5,14,3
10922,Gregg,Texas,May,7,29,17
10923,Gregg,Texas,June,6,32,21
10924,Gregg,Texas,July,5,35,23
10925,Gregg,Texas,August,5,35,22
10926,Gregg,Texas,January,6,14,1
10927,Gregg,Texas,February,6,17,3
10928,Gregg,Texas,March,6,21,7
10929,Gregg,Texas,April,5,25,11
10934,Gregg,Texas,septiembre,5,32,19
10935,Gregg,Texas,October,5,26,12
10936,Gregg,Texas,November,6,20,6
10937,Gregg,Texas,December,7,16,3
10938,Guadalupe,Texas,May,4,31,19
10939,Guadalupe,Texas,June,3,34,22
10940,Guadalupe,Texas,July,3,35,23
10941,Guadalupe,Texas,August,2,37,23
10942,Guadalupe,Texas,January,3,18,5
10943,Guadalupe,Texas,February,3,21,7
10944,Guadalupe,Texas,March,4,24,11
10945,Guadalupe,Texas,April,4,28,15
10950,Guadalupe,Texas,septiembre,4,33,20
10951,Guadalupe,Texas,October,4,29,15
10952,Guadalupe,Texas,November,3,23,10
10953,Guadalupe,Texas,December,3,19,6
10954,Harris,Texas,May,4,30,21
10955,Harris,Texas,June,7,33,24
10956,Harris,Texas,July,6,34,25
10957,Harris,Texas,August,5,35,25
10958,Harris,Texas,January,5,18,7
10959,Harris,Texas,February,4,20,9
10960,Harris,Texas,March,4,23,13
10961,Harris,Texas,April,3,26,16
10966,Harris,Texas,septiembre,5,33,22
10967,Harris,Texas,October,4,28,17
10968,Harris,Texas,November,4,23,12
10969,Harris,Texas,December,5,19,8
10970,Harrison,Texas,May,7,28,16
10971,Harrison,Texas,June,6,32,20
10972,Harrison,Texas,July,5,34,22
10973,Harrison,Texas,August,4,34,22
10974,Harrison,Texas,January,7,13,1
10975,Harrison,Texas,February,7,16,3
10976,Harrison,Texas,March,7,20,7
10977,Harrison,Texas,April,6,24,11
10982,Harrison,Texas,septiembre,5,31,18
10983,Harrison,Texas,October,5,25,12
10984,Harrison,Texas,November,6,19,7
10985,Harrison,Texas,December,7,14,3
10986,Hays,Texas,May,6,30,18
10987,Hays,Texas,June,5,33,21
10988,Hays,Texas,July,4,35,22
10989,Hays,Texas,August,3,36,22
10990,Hays,Texas,January,5,16,4
10991,Hays,Texas,February,4,18,6
10992,Hays,Texas,March,6,22,9
10993,Hays,Texas,April,4,27,13
10998,Hays,Texas,septiembre,5,32,19
10999,Hays,Texas,October,5,27,14
11000,Hays,Texas,November,5,21,9
11001,Hays,Texas,December,5,17,5
11002,Henderson,Texas,May,6,28,17
11003,Henderson,Texas,June,5,32,21
11004,Henderson,Texas,July,3,35,22
11005,Henderson,Texas,August,3,35,22
11006,Henderson,Texas,January,5,14,1
11007,Henderson,Texas,February,5,17,4
11008,Henderson,Texas,March,6,21,8
11009,Henderson,Texas,April,5,25,12
11014,Henderson,Texas,septiembre,4,32,18
11015,Henderson,Texas,October,5,26,12
11016,Henderson,Texas,November,5,20,7
11017,Henderson,Texas,December,5,15,3
11018,Hidalgo,Texas,May,3,34,22
11019,Hidalgo,Texas,June,4,36,24
11020,Hidalgo,Texas,July,3,36,25
11021,Hidalgo,Texas,August,3,37,25
11022,Hidalgo,Texas,January,4,23,10
11023,Hidalgo,Texas,February,3,26,13
11024,Hidalgo,Texas,March,2,29,16
11025,Hidalgo,Texas,April,2,32,19
11030,Hidalgo,Texas,septiembre,6,34,23
11031,Hidalgo,Texas,October,4,32,19
11032,Hidalgo,Texas,November,2,27,15
11033,Hidalgo,Texas,December,3,24,12
11034,Hunt,Texas,May,7,28,16
11035,Hunt,Texas,June,5,32,20
11036,Hunt,Texas,July,4,35,22
11037,Hunt,Texas,August,4,35,22
11038,Hunt,Texas,January,5,12,-1
11039,Hunt,Texas,February,5,15,2
11040,Hunt,Texas,March,6,19,6
11041,Hunt,Texas,April,6,24,11
11046,Hunt,Texas,septiembre,5,31,18
11047,Hunt,Texas,October,6,26,12
11048,Hunt,Texas,November,5,19,6
11049,Hunt,Texas,December,5,14,1
11050,Jefferson,Texas,May,5,28,21
11051,Jefferson,Texas,June,7,32,24
11052,Jefferson,Texas,July,8,32,25
11053,Jefferson,Texas,August,8,33,24
11054,Jefferson,Texas,January,7,17,7
11055,Jefferson,Texas,February,6,18,9
11056,Jefferson,Texas,March,5,22,13
11057,Jefferson,Texas,April,4,25,16
11062,Jefferson,Texas,septiembre,7,31,22
11063,Jefferson,Texas,October,5,27,17
11064,Jefferson,Texas,November,6,22,12
11065,Jefferson,Texas,December,7,18,8
11066,Johnson,Texas,May,6,29,18
11067,Johnson,Texas,June,5,34,22
11068,Johnson,Texas,July,3,36,24
11069,Johnson,Texas,August,4,36,24
11070,Johnson,Texas,January,4,15,3
11071,Johnson,Texas,February,4,17,5
11072,Johnson,Texas,March,5,21,9
11073,Johnson,Texas,April,4,25,13
11078,Johnson,Texas,septiembre,3,32,20
11079,Johnson,Texas,October,5,27,14
11080,Johnson,Texas,November,4,20,9
11081,Johnson,Texas,December,4,15,4
11082,Kaufman,Texas,May,6,28,16
11083,Kaufman,Texas,June,4,32,21
11084,Kaufman,Texas,July,3,35,23
11085,Kaufman,Texas,August,3,35,22
11086,Kaufman,Texas,January,4,13,0
11087,Kaufman,Texas,February,4,15,2
11088,Kaufman,Texas,March,5,20,7
11089,Kaufman,Texas,April,4,24,11
11094,Kaufman,Texas,septiembre,4,31,18
11095,Kaufman,Texas,October,4,26,12
11096,Kaufman,Texas,November,4,19,7
11097,Kaufman,Texas,December,4,14,2
11098,Liberty,Texas,May,6,29,19
11099,Liberty,Texas,June,8,33,22
11100,Liberty,Texas,July,7,34,23
11101,Liberty,Texas,August,7,34,23
11102,Liberty,Texas,January,8,17,5
11103,Liberty,Texas,February,6,19,7
11104,Liberty,Texas,March,6,23,11
11105,Liberty,Texas,April,5,26,14
11110,Liberty,Texas,septiembre,7,32,20
11111,Liberty,Texas,October,5,28,15
11112,Liberty,Texas,November,6,22,9
11113,Liberty,Texas,December,7,18,6
11114,Lubbock,Texas,May,5,29,13
11115,Lubbock,Texas,June,5,33,18
11116,Lubbock,Texas,July,4,34,20
11117,Lubbock,Texas,August,5,33,19
11118,Lubbock,Texas,January,2,12,-3
11119,Lubbock,Texas,February,2,15,-1
11120,Lubbock,Texas,March,2,20,3
11121,Lubbock,Texas,April,3,24,8
11126,Lubbock,Texas,septiembre,4,29,15
11127,Lubbock,Texas,October,3,24,9
11128,Lubbock,Texas,November,2,17,2
11129,Lubbock,Texas,December,2,13,-2
11130,McLennan,Texas,May,6,29,17
11131,McLennan,Texas,June,5,33,22
11132,McLennan,Texas,July,3,35,23
11133,McLennan,Texas,August,3,35,23
11134,McLennan,Texas,January,5,14,1
11135,McLennan,Texas,February,5,17,3
11136,McLennan,Texas,March,6,21,8
11137,McLennan,Texas,April,5,25,12
11142,McLennan,Texas,septiembre,5,32,19
11143,McLennan,Texas,October,5,27,13
11144,McLennan,Texas,November,5,20,7
11145,McLennan,Texas,December,5,16,3
11146,Midland,Texas,May,2,31,16
11147,Midland,Texas,June,2,35,21
11148,Midland,Texas,July,2,35,22
11149,Midland,Texas,August,5,34,22
11150,Midland,Texas,January,3,15,0
11151,Midland,Texas,February,3,17,2
11152,Midland,Texas,March,3,22,7
11153,Midland,Texas,April,2,27,11
11158,Midland,Texas,septiembre,5,30,18
11159,Midland,Texas,October,4,26,12
11160,Midland,Texas,November,2,20,5
11161,Midland,Texas,December,3,15,1
11162,Montgomery,Texas,May,6,30,18
11163,Montgomery,Texas,June,6,33,22
11164,Montgomery,Texas,July,6,34,23
11165,Montgomery,Texas,August,6,35,23
11166,Montgomery,Texas,January,7,16,4
11167,Montgomery,Texas,February,6,18,6
11168,Montgomery,Texas,March,5,22,10
11169,Montgomery,Texas,April,5,26,14
11174,Montgomery,Texas,septiembre,6,32,20
11175,Montgomery,Texas,October,5,27,14
11176,Montgomery,Texas,November,6,22,9
11177,Montgomery,Texas,December,7,17,5
11178,Nacogdoches,Texas,May,7,29,17
11179,Nacogdoches,Texas,June,6,32,21
11180,Nacogdoches,Texas,July,5,34,23
11181,Nacogdoches,Texas,August,5,35,22
11182,Nacogdoches,Texas,January,7,14,2
11183,Nacogdoches,Texas,February,7,17,4
11184,Nacogdoches,Texas,March,7,21,8
11185,Nacogdoches,Texas,April,5,25,12
11190,Nacogdoches,Texas,septiembre,5,31,19
11191,Nacogdoches,Texas,October,5,26,13
11192,Nacogdoches,Texas,November,6,21,7
11193,Nacogdoches,Texas,December,7,16,3
11194,Nueces,Texas,May,4,31,21
11195,Nueces,Texas,June,5,33,23
11196,Nueces,Texas,July,4,34,24
11197,Nueces,Texas,August,4,35,24
11198,Nueces,Texas,January,4,21,8
11199,Nueces,Texas,February,3,23,10
11200,Nueces,Texas,March,3,26,13
11201,Nueces,Texas,April,3,29,17
11206,Nueces,Texas,septiembre,7,33,22
11207,Nueces,Texas,October,5,30,18
11208,Nueces,Texas,November,4,25,13
11209,Nueces,Texas,December,3,22,9
11210,Orange,Texas,May,6,29,19
11211,Orange,Texas,June,7,32,23
11212,Orange,Texas,July,8,32,23
11213,Orange,Texas,August,8,33,24
11214,Orange,Texas,January,7,17,6
11215,Orange,Texas,February,6,19,9
11216,Orange,Texas,March,6,22,12
11217,Orange,Texas,April,4,25,15
11222,Orange,Texas,septiembre,7,31,21
11223,Orange,Texas,October,5,27,15
11224,Orange,Texas,November,5,22,11
11225,Orange,Texas,December,7,18,8
11226,Parker,Texas,May,7,28,15
11227,Parker,Texas,June,5,32,20
11228,Parker,Texas,July,3,35,22
11229,Parker,Texas,August,4,35,21
11230,Parker,Texas,January,3,13,-1
11231,Parker,Texas,February,4,15,1
11232,Parker,Texas,March,5,20,5
11233,Parker,Texas,April,5,24,10
11238,Parker,Texas,septiembre,4,31,17
11239,Parker,Texas,October,5,25,11
11240,Parker,Texas,November,4,19,5
11241,Parker,Texas,December,4,14,0
11242,Potter,Texas,May,5,27,10
11243,Potter,Texas,June,5,33,17
11244,Potter,Texas,July,5,34,18
11245,Potter,Texas,August,7,33,18
11246,Potter,Texas,January,2,12,-5
11247,Potter,Texas,February,2,13,-4
11248,Potter,Texas,March,2,19,1
11249,Potter,Texas,April,3,23,5
11254,Potter,Texas,septiembre,3,29,14
11255,Potter,Texas,October,4,24,7
11256,Potter,Texas,November,2,17,0
11257,Potter,Texas,December,2,11,-4
11258,Randall,Texas,May,5,28,11
11259,Randall,Texas,June,6,33,17
11260,Randall,Texas,July,8,34,19
11261,Randall,Texas,August,5,33,18
11262,Randall,Texas,January,3,11,-5
11263,Randall,Texas,February,3,14,-3
11264,Randall,Texas,March,4,19,1
11265,Randall,Texas,April,3,23,6
11270,Randall,Texas,septiembre,5,29,14
11271,Randall,Texas,October,3,24,7
11272,Randall,Texas,November,2,17,1
11273,Randall,Texas,December,4,12,-4
11274,Rockwall,Texas,May,6,29,18
11275,Rockwall,Texas,June,5,33,22
11276,Rockwall,Texas,July,3,35,24
11277,Rockwall,Texas,August,3,36,24
11278,Rockwall,Texas,January,5,14,2
11279,Rockwall,Texas,February,5,16,4
11280,Rockwall,Texas,March,6,20,9
11281,Rockwall,Texas,April,5,25,13
11286,Rockwall,Texas,septiembre,4,32,20
11287,Rockwall,Texas,October,5,26,14
11288,Rockwall,Texas,November,5,20,8
11289,Rockwall,Texas,December,5,15,3
11290,San Patricio,Texas,May,4,30,20
11291,San Patricio,Texas,June,4,33,23
11292,San Patricio,Texas,July,4,34,24
11293,San Patricio,Texas,August,4,35,24
11294,San Patricio,Texas,January,4,19,7
11295,San Patricio,Texas,February,4,21,9
11296,San Patricio,Texas,March,3,24,13
11297,San Patricio,Texas,April,3,27,16
11302,San Patricio,Texas,septiembre,7,33,21
11303,San Patricio,Texas,October,4,29,17
11304,San Patricio,Texas,November,4,24,12
11305,San Patricio,Texas,December,3,20,8
11306,Smith,Texas,May,7,29,18
11307,Smith,Texas,June,7,33,21
11308,Smith,Texas,July,5,34,23
11309,Smith,Texas,August,4,35,23
11310,Smith,Texas,January,6,15,3
11311,Smith,Texas,February,7,17,5
11312,Smith,Texas,March,6,22,9
11313,Smith,Texas,April,5,26,13
11318,Smith,Texas,septiembre,4,31,19
11319,Smith,Texas,October,5,26,14
11320,Smith,Texas,November,6,20,8
11321,Smith,Texas,December,7,15,4
11322,Tarrant,Texas,May,7,30,18
11323,Tarrant,Texas,June,5,35,23
11324,Tarrant,Texas,July,3,36,24
11325,Tarrant,Texas,August,4,37,25
11326,Tarrant,Texas,January,3,15,2
11327,Tarrant,Texas,February,4,17,5
11328,Tarrant,Texas,March,5,22,9
11329,Tarrant,Texas,April,4,26,13
11334,Tarrant,Texas,septiembre,4,32,21
11335,Tarrant,Texas,October,5,27,14
11336,Tarrant,Texas,November,4,21,9
11337,Tarrant,Texas,December,4,15,4
11338,Taylor,Texas,May,5,30,17
11339,Taylor,Texas,June,5,33,21
11340,Taylor,Texas,July,3,35,23
11341,Taylor,Texas,August,4,35,22
11342,Taylor,Texas,January,2,15,1
11343,Taylor,Texas,February,3,17,3
11344,Taylor,Texas,March,3,22,7
11345,Taylor,Texas,April,3,26,12
11350,Taylor,Texas,septiembre,5,31,18
11351,Taylor,Texas,October,4,26,13
11352,Taylor,Texas,November,3,19,6
11353,Taylor,Texas,December,2,15,2
11354,Tom Green,Texas,May,5,30,16
11355,Tom Green,Texas,June,4,34,20
11356,Tom Green,Texas,July,3,35,22
11357,Tom Green,Texas,August,4,35,21
11358,Tom Green,Texas,January,2,15,0
11359,Tom Green,Texas,February,3,18,3
11360,Tom Green,Texas,March,2,22,7
11361,Tom Green,Texas,April,3,27,11
11366,Tom Green,Texas,septiembre,4,31,18
11367,Tom Green,Texas,October,4,26,12
11368,Tom Green,Texas,November,2,20,6
11369,Tom Green,Texas,December,2,16,1
11370,Travis,Texas,May,5,29,19
11371,Travis,Texas,June,4,33,22
11372,Travis,Texas,July,3,35,23
11373,Travis,Texas,August,3,35,23
11374,Travis,Texas,January,5,16,5
11375,Travis,Texas,February,4,19,7
11376,Travis,Texas,March,6,23,11
11377,Travis,Texas,April,4,26,15
11382,Travis,Texas,septiembre,5,32,21
11383,Travis,Texas,October,5,28,16
11384,Travis,Texas,November,4,22,10
11385,Travis,Texas,December,4,18,7
11386,Victoria,Texas,May,5,30,19
11387,Victoria,Texas,June,5,33,23
11388,Victoria,Texas,July,6,34,24
11389,Victoria,Texas,August,4,35,24
11390,Victoria,Texas,January,5,19,5
11391,Victoria,Texas,February,5,21,8
11392,Victoria,Texas,March,5,24,12
11393,Victoria,Texas,April,4,27,15
11398,Victoria,Texas,septiembre,7,32,21
11399,Victoria,Texas,October,5,29,16
11400,Victoria,Texas,November,5,24,11
11401,Victoria,Texas,December,5,20,6
11402,Walker,Texas,May,7,30,19
11403,Walker,Texas,June,6,33,22
11404,Walker,Texas,July,6,35,23
11405,Walker,Texas,August,5,35,23
11406,Walker,Texas,January,7,15,5
11407,Walker,Texas,February,7,18,6
11408,Walker,Texas,March,6,22,10
11409,Walker,Texas,April,5,26,14
11414,Walker,Texas,septiembre,6,32,20
11415,Walker,Texas,October,5,27,15
11416,Walker,Texas,November,6,21,10
11417,Walker,Texas,December,7,17,6
11418,Webb,Texas,May,4,32,20
11419,Webb,Texas,June,4,35,22
11420,Webb,Texas,July,3,36,23
11421,Webb,Texas,August,3,37,23
11422,Webb,Texas,January,3,19,6
11423,Webb,Texas,February,3,22,8
11424,Webb,Texas,March,2,26,12
11425,Webb,Texas,April,3,30,16
11430,Webb,Texas,septiembre,5,33,21
11431,Webb,Texas,October,3,30,17
11432,Webb,Texas,November,3,24,11
11433,Webb,Texas,December,3,20,7
11434,Wichita,Texas,May,6,29,15
11435,Wichita,Texas,June,5,34,20
11436,Wichita,Texas,July,3,37,22
11437,Wichita,Texas,August,4,36,22
11438,Wichita,Texas,January,3,12,-1
11439,Wichita,Texas,February,3,15,1
11440,Wichita,Texas,March,4,20,5
11441,Wichita,Texas,April,4,25,10
11446,Wichita,Texas,septiembre,4,31,18
11447,Wichita,Texas,October,5,25,11
11448,Wichita,Texas,November,3,18,5
11449,Wichita,Texas,December,3,13,0
11450,Williamson,Texas,May,6,30,18
11451,Williamson,Texas,June,6,33,22
11452,Williamson,Texas,July,3,35,23
11453,Williamson,Texas,August,3,36,23
11454,Williamson,Texas,January,5,17,4
11455,Williamson,Texas,February,5,19,6
11456,Williamson,Texas,March,6,22,10
11457,Williamson,Texas,April,5,26,14
11462,Williamson,Texas,septiembre,5,32,20
11463,Williamson,Texas,October,6,27,15
11464,Williamson,Texas,November,5,21,9
11465,Williamson,Texas,December,5,17,5
11466,Wise,Texas,May,7,27,15
11467,Wise,Texas,June,6,33,21
11468,Wise,Texas,July,3,35,22
11469,Wise,Texas,August,4,35,22
11470,Wise,Texas,January,4,13,-1
11471,Wise,Texas,February,4,15,1
11472,Wise,Texas,March,5,20,6
11473,Wise,Texas,April,5,24,10
11478,Wise,Texas,septiembre,5,31,18
11479,Wise,Texas,October,5,26,11
11480,Wise,Texas,November,4,19,5
11481,Wise,Texas,December,4,14,0
11482,Davis,Utah,May,6,23,8
11483,Davis,Utah,June,3,29,13
11484,Davis,Utah,July,2,34,17
11485,Davis,Utah,August,2,33,16
11486,Davis,Utah,January,7,4,-6
11487,Davis,Utah,February,6,7,-4
11488,Davis,Utah,March,7,13,0
11489,Davis,Utah,April,7,17,4
11494,Davis,Utah,septiembre,3,27,11
11495,Davis,Utah,October,5,19,5
11496,Davis,Utah,November,6,11,-1
11497,Davis,Utah,December,6,5,-5
11498,Salt Lake,Utah,May,7,23,10
11499,Salt Lake,Utah,June,4,29,16
11500,Salt Lake,Utah,July,2,34,21
11501,Salt Lake,Utah,August,3,33,20
11502,Salt Lake,Utah,January,6,5,-4
11503,Salt Lake,Utah,February,6,8,-2
11504,Salt Lake,Utah,March,7,13,2
11505,Salt Lake,Utah,April,8,18,6
11510,Salt Lake,Utah,septiembre,4,27,14
11511,Salt Lake,Utah,October,5,19,8
11512,Salt Lake,Utah,November,6,11,1
11513,Salt Lake,Utah,December,6,5,-4
11514,Utah,Utah,May,6,23,7
11515,Utah,Utah,June,3,29,11
11516,Utah,Utah,July,3,33,15
11517,Utah,Utah,August,3,32,14
11518,Utah,Utah,January,7,2,-7
11519,Utah,Utah,February,7,6,-5
11520,Utah,Utah,March,7,12,-1
11521,Utah,Utah,April,7,17,3
11526,Utah,Utah,septiembre,4,26,10
11527,Utah,Utah,October,5,18,4
11528,Utah,Utah,November,6,9,-1
11529,Utah,Utah,December,7,3,-6
11530,Washington,Utah,May,5,12,1
11531,Washington,Utah,June,6,18,7
11532,Washington,Utah,July,7,21,10
11533,Washington,Utah,August,5,19,9
11534,Washington,Utah,January,7,0,-8
11535,Washington,Utah,February,8,1,-8
11536,Washington,Utah,March,8,4,-6
11537,Washington,Utah,April,6,7,-3
11542,Washington,Utah,septiembre,5,16,6
11543,Washington,Utah,October,6,9,0
11544,Washington,Utah,November,5,4,-4
11545,Washington,Utah,December,8,0,-9
11546,Weber,Utah,May,7,22,8
11547,Weber,Utah,June,3,28,13
11548,Weber,Utah,July,2,33,17
11549,Weber,Utah,August,2,32,17
11550,Weber,Utah,January,7,3,-6
11551,Weber,Utah,February,6,6,-4
11552,Weber,Utah,March,6,12,0
11553,Weber,Utah,April,7,17,4
11558,Weber,Utah,septiembre,4,26,11
11559,Weber,Utah,October,5,18,5
11560,Weber,Utah,November,6,10,-1
11561,Weber,Utah,December,6,4,-5
11562,Chittenden,Vermont,May,10,20,8
11563,Chittenden,Vermont,June,10,25,13
11564,Chittenden,Vermont,July,9,27,16
11565,Chittenden,Vermont,August,9,26,15
11566,Chittenden,Vermont,January,7,-3,-12
11567,Chittenden,Vermont,February,6,-1,-11
11568,Chittenden,Vermont,March,8,4,-6
11569,Chittenden,Vermont,April,9,12,1
11574,Chittenden,Vermont,septiembre,8,21,10
11575,Chittenden,Vermont,October,9,14,4
11576,Chittenden,Vermont,November,9,7,-1
11577,Chittenden,Vermont,December,9,0,-8
11578,Albemarle,Virginia,May,9,25,13
11579,Albemarle,Virginia,June,8,29,18
11580,Albemarle,Virginia,July,9,31,20
11581,Albemarle,Virginia,August,8,30,19
11582,Albemarle,Virginia,January,7,7,-2
11583,Albemarle,Virginia,February,6,10,-1
11584,Albemarle,Virginia,March,7,15,3
11585,Albemarle,Virginia,April,8,21,8
11590,Albemarle,Virginia,septiembre,7,27,16
11591,Albemarle,Virginia,October,6,21,9
11592,Albemarle,Virginia,November,6,15,4
11593,Albemarle,Virginia,December,7,10,0
11594,Arlington,Virginia,May,9,25,12
11595,Arlington,Virginia,June,7,30,17
11596,Arlington,Virginia,July,8,32,19
11597,Arlington,Virginia,August,7,31,19
11598,Arlington,Virginia,January,7,7,-4
11599,Arlington,Virginia,February,6,9,-3
11600,Arlington,Virginia,March,8,14,1
11601,Arlington,Virginia,April,8,20,6
11606,Arlington,Virginia,septiembre,6,27,15
11607,Arlington,Virginia,October,6,21,8
11608,Arlington,Virginia,November,7,15,2
11609,Arlington,Virginia,December,8,9,-2
11610,Augusta,Virginia,May,10,22,9
11611,Augusta,Virginia,June,8,26,14
11612,Augusta,Virginia,July,8,29,16
11613,Augusta,Virginia,August,8,28,15
11614,Augusta,Virginia,January,6,5,-6
11615,Augusta,Virginia,February,5,7,-5
11616,Augusta,Virginia,March,7,12,-1
11617,Augusta,Virginia,April,7,18,4
11622,Augusta,Virginia,septiembre,7,24,11
11623,Augusta,Virginia,October,6,19,5
11624,Augusta,Virginia,November,6,13,0
11625,Augusta,Virginia,December,6,7,-4
11626,Bedford,Virginia,May,9,24,11
11627,Bedford,Virginia,June,8,28,16
11628,Bedford,Virginia,July,9,30,19
11629,Bedford,Virginia,August,7,29,18
11630,Bedford,Virginia,January,7,8,-3
11631,Bedford,Virginia,February,6,10,-2
11632,Bedford,Virginia,March,8,15,2
11633,Bedford,Virginia,April,7,21,7
11638,Bedford,Virginia,septiembre,6,25,14
11639,Bedford,Virginia,October,6,20,8
11640,Bedford,Virginia,November,7,15,3
11641,Bedford,Virginia,December,7,9,-1
11642,Chesterfield,Virginia,May,8,27,13
11643,Chesterfield,Virginia,June,7,31,18
11644,Chesterfield,Virginia,July,8,33,20
11645,Chesterfield,Virginia,August,7,32,19
11646,Chesterfield,Virginia,January,8,10,-2
11647,Chesterfield,Virginia,February,7,12,-1
11648,Chesterfield,Virginia,March,8,17,3
11649,Chesterfield,Virginia,April,8,23,8
11654,Chesterfield,Virginia,septiembre,6,28,16
11655,Chesterfield,Virginia,October,6,23,9
11656,Chesterfield,Virginia,November,6,17,3
11657,Chesterfield,Virginia,December,8,12,0
11658,Fairfax,Virginia,May,9,22,12
11659,Fairfax,Virginia,June,8,27,17
11660,Fairfax,Virginia,July,8,29,19
11661,Fairfax,Virginia,August,7,28,19
11662,Fairfax,Virginia,January,8,6,-4
11663,Fairfax,Virginia,February,6,7,-3
11664,Fairfax,Virginia,March,7,12,0
11665,Fairfax,Virginia,April,8,19,6
11670,Fairfax,Virginia,septiembre,6,25,15
11671,Fairfax,Virginia,October,6,19,8
11672,Fairfax,Virginia,November,6,13,2
11673,Fairfax,Virginia,December,7,8,-2
11674,Fauquier,Virginia,May,9,23,11
11675,Fauquier,Virginia,June,8,28,16
11676,Fauquier,Virginia,July,8,30,18
11677,Fauquier,Virginia,August,7,29,17
11678,Fauquier,Virginia,January,7,6,-5
